nama_satker,status_umumkan_rup,asal_dana,jenis_klpd,asal_dana_satker,kd_kegiatan,kd_satker_str,tahun_anggaran_dana,kd_subkegiatan,jenis_dana_apbn,kd_komponen,kd_rup_lokal,id_paket_anggaran_penyedia,kd_klpd,status_aktif_rup,tahun_anggaran,asal_dana_klpd,pagu,sumber_dana,kd_rup,mak,nama_klpd,kd_satker,status_delete_rup,last_update_ref
Inspektorat Jenderal,Terumumkan,K34,KEMENTERIAN,Inspektorat Jenderal,13685779,259031,2026,,RUPIAH MURNI,5251858,,591612193,K34,true,2026,Kementerian Ketenagakerjaan,12000000,APBN,65935429,WA.2171.EBC.954.052.0A.521211,Kementerian Ketenagakerjaan,14068,false,5809f591-04b2-541e-98c2-10c00ec3f078.Az4YqSGIIEmvWczx.T20U2X3osw7ZhB069JhbJta96JdSgyGXED2wOOMnEYE
DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,13668984,451270,2026,,PNBP,5228572,,592625304,K34,true,2026,Kementerian Ketenagakerjaan,8000000,APBN,66135357,DN.6587.AEG.001.051.0A.521211,Kementerian Ketenagakerjaan,14076,false,5809f591-04b2-541e-98c2-10c00ec3f078.Az4YqSGIIEmvWczx.T20U2X3osw7ZhB069JhbJta96JdSgyGXED2wOOMnEYE
DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,13668981,451270,2026,,PNBP,5228551,,591260925,K34,true,2026,Kementerian Ketenagakerjaan,6000000,APBN,65856580,DN.2181.BDC.001.051.0C.521211,Kementerian Ketenagakerjaan,14076,false,5809f591-04b2-541e-98c2-10c00ec3f078.Az4YqSGIIEmvWczx.T20U2X3osw7ZhB069JhbJta96JdSgyGXED2wOOMnEYE
Balai Besar Pelatihan Vokasi dan Produktivitas Bandung,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Bandung,13663270,452542,2026,,RUPIAH MURNI,5219578,,594041475,K34,true,2026,Kementerian Ketenagakerjaan,3200000,APBN,66410428,DL.4057.SCO.010.058.0A.521211,Kementerian Ketenagakerjaan,14110,false,5809f591-04b2-541e-98c2-10c00ec3f078.Az4YqSGIIEmvWczx.T20U2X3osw7ZhB069JhbJta96JdSgyGXED2wOOMnEYE
Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,13777688,230302,2026,,RUPIAH MURNI,5284569,,581334367,K34,true,2026,Kementerian Ketenagakerjaan,15000000,APBN,63369864,DL.4057.SCO.030.056.0A.521211,Kementerian Ketenagakerjaan,94650,false,5809f591-04b2-541e-98c2-10c00ec3f078.Az4YqSGIIEmvWczx.T20U2X3osw7ZhB069JhbJta96JdSgyGXED2wOOMnEYE
Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,13675181,050302,2026,,PNBP,5238742,,592833140,K34,true,2026,Kementerian Ketenagakerjaan,70000,APBN,66185210,DL.4057.SCO.046.051.0A.521211,Kementerian Ketenagakerjaan,152933,false,5809f591-04b2-541e-98c2-10c00ec3f078.Az4YqSGIIEmvWczx.T20U2X3osw7ZhB069JhbJta96JdSgyGXED2wOOMnEYE
DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,13668981,451270,2026,,RUPIAH MURNI,5228555,,588671491,K34,true,2026,Kementerian Ketenagakerjaan,608000000,APBN,65242097,DN.2181.QDC.001.051.0A.524119,Kementerian Ketenagakerjaan,14076,false,5809f591-04b2-541e-98c2-10c00ec3f078.Az4YqSGIIEmvWczx.T20U2X3osw7ZhB069JhbJta96JdSgyGXED2wOOMnEYE
Balai Keselamatan dan Kesehatan Kerja Samarinda,Terumumkan,K34,KEMENTERIAN,Balai Keselamatan dan Kesehatan Kerja Samarinda,,350083,2026,,RUPIAH MURNI,5250283,,591589019,K34,true,2026,Kementerian Ketenagakerjaan,16829000,APBN,65929668,DN.6592.QAC.001.051.0C.521211,Kementerian Ketenagakerjaan,14066,false,5809f591-04b2-541e-98c2-10c00ec3f078.Az4YqSGIIEmvWczx.T20U2X3osw7ZhB069JhbJta96JdSgyGXED2wOOMnEYE
Balai Pelatihan Vokasi dan Produktivitas Banyuwangi,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Banyuwangi,13610373,051102,2026,,PNBP,5154038,,577162795,K34,true,2026,Kementerian Ketenagakerjaan,886001000,APBN,62258818,DL.4057.SCO.003.056.OA.521211,Kementerian Ketenagakerjaan,152210,false,5809f591-04b2-541e-98c2-10c00ec3f078.Az4YqSGIIEmvWczx.T20U2X3osw7ZhB069JhbJta96JdSgyGXED2wOOMnEYE
Balai Pelatihan Vokasi dan Produktivitas Banda Aceh,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Banda Aceh,13683442,065106,2026,,PNBP,5248367,,582183962,K34,true,2026,Kementerian Ketenagakerjaan,1750000,APBN,63597227,DL.4053.PDI.003.052.0C.521211,Kementerian Ketenagakerjaan,14116,false,5809f591-04b2-541e-98c2-10c00ec3f078.Az4YqSGIIEmvWczx.T20U2X3osw7ZhB069JhbJta96JdSgyGXED2wOOMnEYE
SEKRETARIAT JENDERAL KEMNAKER,Terumumkan,K34,KEMENTERIAN,SEKRETARIAT JENDERAL KEMNAKER,13599601,450938,2026,,RUPIAH MURNI,5136480,,593737471,K34,true,2026,Kementerian Ketenagakerjaan,49140000,APBN,66339409,WA.2158.EBA.994.002.0A.523129,Kementerian Ketenagakerjaan,14054,false,5809f591-04b2-541e-98c2-10c00ec3f078.Az4YqSGIIEmvWczx.T20U2X3osw7ZhB069JhbJta96JdSgyGXED2wOOMnEYE
Badan Perencanaan dan Pengembangan Ketenagakerjaan,Terumumkan,K34,KEMENTERIAN,Badan Perencanaan dan Pengembangan Ketenagakerjaan,,452677,2026,,PNBP,5142127,,594330689,K34,true,2026,Kementerian Ketenagakerjaan,7300000,APBN,66466403,DN.6769.PBK.001.054.0C.521211,Kementerian Ketenagakerjaan,14096,false,5809f591-04b2-541e-98c2-10c00ec3f078.Az4YqSGIIEmvWczx.T20U2X3osw7ZhB069JhbJta96JdSgyGXED2wOOMnEYE
Inspektorat Jenderal,Terumumkan,K34,KEMENTERIAN,Inspektorat Jenderal,13685778,259031,2026,,RUPIAH MURNI,5251852,,591486747,K34,true,2026,Kementerian Ketenagakerjaan,1800000,APBN,65901860,WA.2170.EBD.965.052.0B.521211,Kementerian Ketenagakerjaan,14068,false,5809f591-04b2-541e-98c2-10c00ec3f078.Az4YqSGIIEmvWczx.T20U2X3osw7ZhB069JhbJta96JdSgyGXED2wOOMnEYE
Politeknik Ketenagakerjaan,Terumumkan,K34,KEMENTERIAN,Politeknik Ketenagakerjaan,13835047,352632,2026,,PNBP,5299943,,591857053,K34,true,2026,Kementerian Ketenagakerjaan,10500000,APBN,65989609,DL.2238.SBA.001.051.0B.521211,Kementerian Ketenagakerjaan,171546,false,5809f591-04b2-541e-98c2-10c00ec3f078.Az4YqSGIIEmvWczx.T20U2X3osw7ZhB069JhbJta96JdSgyGXED2wOOMnEYE
Balai Pelatihan Vokasi dan Produktivitas Ambon,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Ambon,13818126,219228,2026,,PNBP,5295899,,593208174,K34,true,2026,Kementerian Ketenagakerjaan,78000000,APBN,66258021,DL.4057.SCO.008.052.0A.521211,Kementerian Ketenagakerjaan,82643,false,5809f591-04b2-541e-98c2-10c00ec3f078.Az4YqSGIIEmvWczx.T20U2X3osw7ZhB069JhbJta96JdSgyGXED2wOOMnEYE
SEKRETARIAT JENDERAL KEMNAKER,Terumumkan,K34,KEMENTERIAN,SEKRETARIAT JENDERAL KEMNAKER,13599602,450938,2026,,RUPIAH MURNI,5136489,,592523621,K34,true,2026,Kementerian Ketenagakerjaan,10125000,APBN,66113496,WA.2159.EBD.961.051.0D.521211,Kementerian Ketenagakerjaan,14054,false,5809f591-04b2-541e-98c2-10c00ec3f078.Az4YqSGIIEmvWczx.T20U2X3osw7ZhB069JhbJta96JdSgyGXED2wOOMnEYE
Balai Pelatihan Vokasi dan Produktivitas Samarinda,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Samarinda,13663940,451108,2026,,RUPIAH MURNI,5220511,,594000296,K34,true,2026,Kementerian Ketenagakerjaan,1440000,APBN,66401911,DL.4057.SCO.024.052.0B.521211,Kementerian Ketenagakerjaan,14122,false,5809f591-04b2-541e-98c2-10c00ec3f078.Az4YqSGIIEmvWczx.T20U2X3osw7ZhB069JhbJta96JdSgyGXED2wOOMnEYE
Balai Pelatihan Vokasi dan Produktivitas Belitung,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Belitung,13590437,352631,2026,,RUPIAH MURNI,5118488,,602605449,K34,true,2026,Kementerian Ketenagakerjaan,91024000,APBN,67746045,DL.4057.SCO.003.052.0Z.521211,Kementerian Ketenagakerjaan,162854,false,5809f591-04b2-541e-98c2-10c00ec3f078.Az4YqSGIIEmvWczx.T20U2X3osw7ZhB069JhbJta96JdSgyGXED2wOOMnEYE
Balai Besar Pelatihan Vokasi dan Produktivitas Medan,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Medan,13946010,451094,2026,,RUPIAH MURNI,5343201,,592527065,K34,true,2026,Kementerian Ketenagakerjaan,14720000,APBN,66114500,DL.4057.SCO.015.059.0A.521211,Kementerian Ketenagakerjaan,14118,false,5809f591-04b2-541e-98c2-10c00ec3f078.Az4YqSGIIEmvWczx.T20U2X3osw7ZhB069JhbJta96JdSgyGXED2wOOMnEYE
Balai Besar Pelatihan Vokasi dan Produktivitas Bekasi,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Bekasi,13584917,452558,2026,,RUPIAH MURNI,5103315,,592792675,K34,true,2026,Kementerian Ketenagakerjaan,1280000,APBN,66175490,DL.4057.SCO.010.053.0D.521211,Kementerian Ketenagakerjaan,14111,false,5809f591-04b2-541e-98c2-10c00ec3f078.Az4YqSGIIEmvWczx.T20U2X3osw7ZhB069JhbJta96JdSgyGXED2wOOMnEYE
Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,13675183,050302,2026,,RUPIAH MURNI,5238746,,592604168,K34,true,2026,Kementerian Ketenagakerjaan,135479000,APBN,66130963,WA.6988.EBA.994.002.0B.521219,Kementerian Ketenagakerjaan,152933,false,5809f591-04b2-541e-98c2-10c00ec3f078.Az4YqSGIIEmvWczx.T20U2X3osw7ZhB069JhbJta96JdSgyGXED2wOOMnEYE
Balai Pelatihan Vokasi dan Produktivitas Bandung Barat,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Bandung Barat,13622153,021212,2026,,RUPIAH MURNI,5171871,,598017806,K34,true,2026,Kementerian Ketenagakerjaan,60000000,APBN,67049128,WA.6988.EBA.994.002.0C.523121,Kementerian Ketenagakerjaan,94422,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
Direktorat Bina Kelembagaan Pelatihan Vokasi,Terumumkan,K34,KEMENTERIAN,Direktorat Bina Kelembagaan Pelatihan Vokasi,13878328,626131,2026,,RUPIAH MURNI,5313665,,588135723,K34,true,2026,Kementerian Ketenagakerjaan,4500000,APBN,65117351,DL.4056.RAJ.001.054.0A.521211,Kementerian Ketenagakerjaan,173618,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,13777688,230302,2026,,RUPIAH MURNI,5284569,,581334372,K34,true,2026,Kementerian Ketenagakerjaan,23040000,APBN,63369870,DL.4057.SCO.030.056.0B.521211,Kementerian Ketenagakerjaan,94650,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
Direktorat Bina Kelembagaan Pelatihan Vokasi,Terumumkan,K34,KEMENTERIAN,Direktorat Bina Kelembagaan Pelatihan Vokasi,13878329,626131,2026,,RUPIAH MURNI,5313673,,588138682,K34,true,2026,Kementerian Ketenagakerjaan,160188000,APBN,65118038,WA.6988.EBA.994.002.0A.521111,Kementerian Ketenagakerjaan,173618,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
Balai Pelatihan Vokasi dan Produktivitas Bandung Barat,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Bandung Barat,13622151,021212,2026,,RUPIAH MURNI,5171859,,602367725,K34,true,2026,Kementerian Ketenagakerjaan,589600000,APBN,67700222,DL.4057.SCO.006.052.OZ.521211,Kementerian Ketenagakerjaan,94422,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,13777688,230302,2026,,PNBP,5284565,,581330699,K34,true,2026,Kementerian Ketenagakerjaan,480000,APBN,63368572,DL.4057.SCO.003.051.0A.521211,Kementerian Ketenagakerjaan,94650,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
Balai Besar Pelatihan Vokasi dan Produktivitas Bekasi,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Bekasi,13584916,452558,2026,,PNBP,5103301,,591337965,K34,true,2026,Kementerian Ketenagakerjaan,77500000,APBN,65875474,DL.4053.PDI.002.054.0A.521211,Kementerian Ketenagakerjaan,14111,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
Balai Besar Pelatihan Vokasi dan Produktivitas Bandung,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Bandung,13663270,452542,2026,,PNBP,5219574,,602093843,K34,true,2026,Kementerian Ketenagakerjaan,30000000,APBN,63632760,DL.4057.SCO.007.052.0A.521211,Kementerian Ketenagakerjaan,14110,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,13777688,230302,2026,,RUPIAH MURNI,5284571,,581457986,K34,true,2026,Kementerian Ketenagakerjaan,6720000,APBN,63391103,DL.4057.SCO.032.052.0B.521211,Kementerian Ketenagakerjaan,94650,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
Balai Pelatihan Vokasi dan Produktivitas Bantaeng,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Bantaeng,13599146,191206,2026,,RUPIAH MURNI,5135839,,576568905,K34,true,2026,Kementerian Ketenagakerjaan,90270000,APBN,62167250,WA.6988.EBA.994.002.0H.521111,Kementerian Ketenagakerjaan,95119,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
Balai Perluasan Kesempatan Kerja Kendari,Terumumkan,K34,KEMENTERIAN,Balai Perluasan Kesempatan Kerja Kendari,13973819,690633,2026,,PNBP,5357451,,593892373,K34,true,2026,Kementerian Ketenagakerjaan,2000000,APBN,66375712,DN.2175.BDC.005.051.0A.521211,Kementerian Ketenagakerjaan,161828,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,13777688,230302,2026,,RUPIAH MURNI,5284567,,581333098,K34,true,2026,Kementerian Ketenagakerjaan,14080000,APBN,63369450,DL.4057.SCO.032.055.0A.521211,Kementerian Ketenagakerjaan,94650,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
Balai Besar Pelatihan Vokasi dan Produktivitas Semarang,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Semarang,,452609,2026,,PNBP,5244821,,592840346,K34,true,2026,Kementerian Ketenagakerjaan,42292000,APBN,66186438,DL.4057.SCO.046.051.0A.521211,Kementerian Ketenagakerjaan,141978,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,13675181,050302,2026,,PNBP,5238717,,592977170,K34,true,2026,Kementerian Ketenagakerjaan,2000000,APBN,66212128,DL.4057.SCO.003.071.0C.522141,Kementerian Ketenagakerjaan,152933,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
Sekretariat Badan Nasional Sertifikasi Profesi,Terumumkan,K34,KEMENTERIAN,Sekretariat Badan Nasional Sertifikasi Profesi,,452533,2026,,RUPIAH MURNI,5143617,,599332466,K34,true,2026,Kementerian Ketenagakerjaan,360000000,APBN,67243874,WA.6988.EBA.994.002.0E.522119,Kementerian Ketenagakerjaan,14108,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
Balai Pelatihan Vokasi dan Produktivitas Samarinda,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Samarinda,13663940,451108,2026,,RUPIAH MURNI,5220508,,594189605,K34,true,2026,Kementerian Ketenagakerjaan,8640000,APBN,66436529,DL.4057.SCO.023.059.0A.521211,Kementerian Ketenagakerjaan,14122,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,13675181,050302,2026,,RUPIAH MURNI,5238730,,592589820,K34,true,2026,Kementerian Ketenagakerjaan,1500000,APBN,66128170,DL.4057.SCO.013.061.0A.521211,Kementerian Ketenagakerjaan,152933,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGAKERJAAN,Terumumkan,K34,KEMENTERIAN,PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGAKERJAAN,13650916,450990,2026,,PNBP,5202979,,591592131,K34,true,2026,Kementerian Ketenagakerjaan,13500000,APBN,65930323,WA.2165.EBC.996.052.0A.521211,Kementerian Ketenagakerjaan,14060,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
Balai Besar Pelatihan Vokasi dan Produktivitas Medan,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Medan,,451094,2026,,PNBP,5343229,,592598606,K34,true,2026,Kementerian Ketenagakerjaan,192000000,APBN,66129834,DL.4057.SCO.003.053.0A.521211,Kementerian Ketenagakerjaan,14118,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
Balai Besar Pelatihan Vokasi dan Produktivitas Makassar,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Makassar,13834096,452652,2026,,RUPIAH MURNI,5299587,,593914433,K34,true,2026,Kementerian Ketenagakerjaan,1200000,APBN,66379222,DL.4057.SCO.027.061.0A.521211,Kementerian Ketenagakerjaan,14123,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
Balai Perluasan Kesempatan Kerja Bekasi,Terumumkan,K34,KEMENTERIAN,Balai Perluasan Kesempatan Kerja Bekasi,13676347,690634,2026,,PNBP,5240068,,590155553,K34,true,2026,Kementerian Ketenagakerjaan,12375000,APBN,65594450,DN.2175.BDC.005.051.0L.521211,Kementerian Ketenagakerjaan,164530,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
Balai Pelatihan Vokasi dan Produktivitas Ternate,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Ternate,13735504,452595,2026,,RUPIAH MURNI,5272114,,584678745,K34,true,2026,Kementerian Ketenagakerjaan,90900000,APBN,64205702,DL.4057.SCO.003.051.DL.521211,Kementerian Ketenagakerjaan,14129,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
Balai Pelatihan Vokasi dan Produktivitas Belitung,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Belitung,,352631,2026,,PNBP,5118486,,594370668,K34,true,2026,Kementerian Ketenagakerjaan,960000,APBN,66475525,DL.4053.PDI.003.051.0A.521211,Kementerian Ketenagakerjaan,162854,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGAKERJAAN,Terumumkan,K34,KEMENTERIAN,PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGAKERJAAN,13650916,450990,2026,,PNBP,5202979,,591103950,K34,true,2026,Kementerian Ketenagakerjaan,300000,APBN,65829976,WA.2165.EBC.996.052.0E.521211,Kementerian Ketenagakerjaan,14060,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGAKERJAAN,Terumumkan,K34,KEMENTERIAN,PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGAKERJAAN,13650916,450990,2026,,PNBP,5202979,,590808430,K34,true,2026,Kementerian Ketenagakerjaan,3500000,APBN,65760189,WA.2165.EBC.996.052.0C.522141,Kementerian Ketenagakerjaan,14060,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
SEKRETARIAT JENDERAL KEMNAKER,Terumumkan,K34,KEMENTERIAN,SEKRETARIAT JENDERAL KEMNAKER,13599601,450938,2026,,RUPIAH MURNI,5136480,,589757915,K34,true,2026,Kementerian Ketenagakerjaan,54000000,APBN,65500717,WA.2158.EBA.994.002.0Y.523111,Kementerian Ketenagakerjaan,14054,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
Balai Pelatihan Vokasi dan Produktivitas Surakarta,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Surakarta,13587248,035636,2026,,RUPIAH MURNI,5108547,,593155546,K34,true,2026,Kementerian Ketenagakerjaan,1120000,APBN,66248530,DL.4057.SCO.011.056.0A.521211,Kementerian Ketenagakerjaan,14114,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
Balai Pelatihan Vokasi dan Produktivitas Kendari,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Kendari,13618810,209255,2026,,RUPIAH MURNI,5167638,,577938963,K34,true,2026,Kementerian Ketenagakerjaan,25600000,APBN,62440084,DL.4057.SCO.005.052.0A.521211,Kementerian Ketenagakerjaan,14127,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
Balai Besar Pelatihan Vokasi dan Produktivitas Medan,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Medan,13946010,451094,2026,,PNBP,5343226,,590820404,K34,true,2026,Kementerian Ketenagakerjaan,9920000,APBN,65763856,DL.4057.SCO.005.052.0A.521211,Kementerian Ketenagakerjaan,14118,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja,Terumumkan,K34,KEMENTERIAN,Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja,13671004,451139,2026,,RUPIAH MURNI,5231725,,583372564,K34,true,2026,Kementerian Ketenagakerjaan,750000,APBN,63883158,DN.6593.DCI.002.051.0A.521211,Kementerian Ketenagakerjaan,14069,false,5809f591-04b2-541e-98c2-10c00ec3f078.iQzmmvXKtq53ntjG.abYpOwPYWKp_YqDPCA4oUmajKrXcUsbqxqtdnPnVd6A
