nama_satker,status_umumkan_rup,asal_dana,jenis_klpd,asal_dana_satker,kd_kegiatan,kd_satker_str,tahun_anggaran_dana,kd_subkegiatan,jenis_dana_apbn,kd_komponen,kd_rup_lokal,id_paket_anggaran_penyedia,kd_klpd,status_aktif_rup,tahun_anggaran,asal_dana_klpd,pagu,sumber_dana,kd_rup,mak,nama_klpd,kd_satker,status_delete_rup,last_update_ref
DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,13668981,451270,2026,,PNBP,5228553,,588672982,K34,true,2026,Kementerian Ketenagakerjaan,360640000,APBN,65242517,DN.2181.BDC.001.057.0C.524119,Kementerian Ketenagakerjaan,14076,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
Inspektorat Jenderal,Terumumkan,K34,KEMENTERIAN,Inspektorat Jenderal,13685779,259031,2026,,RUPIAH MURNI,5251855,,581363403,K34,true,2026,Kementerian Ketenagakerjaan,636000000,APBN,63378375,WA.2171.EBA.994.002.0D.522141,Kementerian Ketenagakerjaan,14068,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
Inspektorat Jenderal,Terumumkan,K34,KEMENTERIAN,Inspektorat Jenderal,13685779,259031,2026,,RUPIAH MURNI,5251854,,591508814,K34,true,2026,Kementerian Ketenagakerjaan,1350000,APBN,65908026,WA.2171.EBA.962.051.0I.521211,Kementerian Ketenagakerjaan,14068,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
BALAI BESAR PERLUASAN KESEMPATAN KERJA,Terumumkan,K34,KEMENTERIAN,BALAI BESAR PERLUASAN KESEMPATAN KERJA,13767529,259322,2026,,PNBP,5281623,,590021138,K34,true,2026,Kementerian Ketenagakerjaan,150000000,APBN,65564966,DN.2175.BDC.005.051.0D.521211,Kementerian Ketenagakerjaan,14075,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
Badan Perencanaan dan Pengembangan Ketenagakerjaan,Terumumkan,K34,KEMENTERIAN,Badan Perencanaan dan Pengembangan Ketenagakerjaan,13601787,452677,2026,,PINJAMAN LUAR NEGERI,5142119,,583129426,K34,true,2026,Kementerian Ketenagakerjaan,75000000,APBN,63824694,DN.6766.FAB.001.055.0A.522191,Kementerian Ketenagakerjaan,14096,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
Ditjen Pembinaan Pelatihan Vokasi dan Produktivitas,Terumumkan,K34,KEMENTERIAN,Ditjen Pembinaan Pelatihan Vokasi dan Produktivitas,13623331,451026,2026,,RUPIAH MURNI,5174030,,597925238,K34,true,2026,Kementerian Ketenagakerjaan,70000000,APBN,67032038,WA.6988.EBA.994.002.0G.522191,Kementerian Ketenagakerjaan,177670,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
Balai Pelatihan Vokasi dan Produktivitas Bantaeng,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Bantaeng,13599144,191206,2026,,RUPIAH MURNI,5135821,,576561819,K34,true,2026,Kementerian Ketenagakerjaan,24500000,APBN,62165206,DL.4057.SCO.003.051.0A.521211,Kementerian Ketenagakerjaan,95119,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,,451270,2026,,RUPIAH MURNI,5228540,,591311952,K34,true,2026,Kementerian Ketenagakerjaan,120000000,APBN,65869790,DN.2179.BDB.001.051.0A.522131,Kementerian Ketenagakerjaan,14076,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
Ditjen Pembinaan Pelatihan Vokasi dan Produktivitas,Terumumkan,K34,KEMENTERIAN,Ditjen Pembinaan Pelatihan Vokasi dan Produktivitas,13623329,451026,2026,,RUPIAH MURNI,5174008,,592404234,K34,true,2026,Kementerian Ketenagakerjaan,250000,APBN,66091965,DL.4060.BDC.001.051.0C.521211,Kementerian Ketenagakerjaan,177670,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
DITJEN. PEMBINAAN PENGAWASAN KETENAGAKERJAAN DAN K3,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN PENGAWASAN KETENAGAKERJAAN DAN K3,,651870,2026,,RUPIAH MURNI,5112676,,602242906,K34,true,2026,Kementerian Ketenagakerjaan,1067423000,APBN,67684597,WA.6622.EBA.994.002.KQ.522191,Kementerian Ketenagakerjaan,14095,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,,050302,2026,,RUPIAH MURNI,5238713,,594353658,K34,true,2026,Kementerian Ketenagakerjaan,96000000,APBN,66472582,DL.4057.SCO.003.051.0B.521211,Kementerian Ketenagakerjaan,152933,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,13668982,451270,2026,,PNBP,5228561,,593249498,K34,true,2026,Kementerian Ketenagakerjaan,2700000,APBN,66263001,DN.5586.BDC.002.054.0A.521211,Kementerian Ketenagakerjaan,14076,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
SEKRETARIAT JENDERAL KEMNAKER,Terumumkan,K34,KEMENTERIAN,SEKRETARIAT JENDERAL KEMNAKER,13599603,450938,2026,,PINJAMAN LUAR NEGERI,5136490,,598807412,K34,true,2026,Kementerian Ketenagakerjaan,180000000,APBN,67158848,WA.2160.AEA.002.051.0P.522131,Kementerian Ketenagakerjaan,14054,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
SEKRETARIAT JENDERAL KEMNAKER,Terumumkan,K34,KEMENTERIAN,SEKRETARIAT JENDERAL KEMNAKER,13599602,450938,2026,,RUPIAH MURNI,5136484,,591829849,K34,true,2026,Kementerian Ketenagakerjaan,9720000,APBN,65984454,WA.2159.EBA.960.053.0C.521211,Kementerian Ketenagakerjaan,14054,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,,050302,2026,,PNBP,5238715,,594362307,K34,true,2026,Kementerian Ketenagakerjaan,183034800,APBN,66473604,DL.4057.SCO.003.053.0A.521211,Kementerian Ketenagakerjaan,152933,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sidoarjo,13675181,050302,2026,,RUPIAH MURNI,5238735,,592595968,K34,true,2026,Kementerian Ketenagakerjaan,3000000,APBN,66129378,DL.4057.SCO.013.069.0B.521211,Kementerian Ketenagakerjaan,152933,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
Balai Besar Pelatihan Vokasi dan Produktivitas Semarang,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Semarang,,452609,2026,,RUPIAH MURNI,5244809,,591527410,K34,true,2026,Kementerian Ketenagakerjaan,16500000,APBN,65912941,DL.4057.SCO.011.071.0A.521211,Kementerian Ketenagakerjaan,141978,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
Balai Besar Pelatihan Vokasi dan Produktivitas Bandung,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Bandung,13663272,452542,2026,,RUPIAH MURNI,5219590,,592615803,K34,true,2026,Kementerian Ketenagakerjaan,90000000,APBN,66133424,WA.6988.EBA.994.002.0B.523121,Kementerian Ketenagakerjaan,14110,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
Balai Pelatihan Vokasi dan Produktivitas Ambon,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Ambon,13818129,219228,2026,,RUPIAH MURNI,5295897,,593437187,K34,true,2026,Kementerian Ketenagakerjaan,9855000,APBN,66282468,WA.6988.EBA.994.002.0B.523121,Kementerian Ketenagakerjaan,82643,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
Balai Perluasan Kesempatan Kerja Bekasi,Terumumkan,K34,KEMENTERIAN,Balai Perluasan Kesempatan Kerja Bekasi,13676347,690634,2026,,PNBP,5240068,,590155612,K34,true,2026,Kementerian Ketenagakerjaan,49500000,APBN,65594509,DN.2175.BDC.005.051.0K.521211,Kementerian Ketenagakerjaan,164530,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
Direktorat Bina Penyelenggaraan Pelatihan Vokasi dan Pemagangan,Terumumkan,K34,KEMENTERIAN,Direktorat Bina Penyelenggaraan Pelatihan Vokasi dan Pemagangan,13692909,626132,2026,,PNBP,5255611,,593148372,K34,true,2026,Kementerian Ketenagakerjaan,6240000,APBN,66246730,DL.4057.BMA.001.052.0A.521211,Kementerian Ketenagakerjaan,178609,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGAKERJAAN,Terumumkan,K34,KEMENTERIAN,PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGAKERJAAN,13650916,450990,2026,,PNBP,5202978,,578876962,K34,true,2026,Kementerian Ketenagakerjaan,9720000,APBN,62741347,WA.2165.EBC.996.051.0D.521211,Kementerian Ketenagakerjaan,14060,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
Balai Pelatihan Vokasi dan Produktivitas Sorong,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Sorong,13676519,452589,2026,,RUPIAH MURNI,5240101,,592699581,K34,true,2026,Kementerian Ketenagakerjaan,36000000,APBN,66150243,WA.6988.EBA.994.002.0H.522119,Kementerian Ketenagakerjaan,14131,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
Balai Pelatihan Vokasi dan Produktivitas Ambon,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Ambon,13818126,219228,2026,,PNBP,5295902,,593195371,K34,true,2026,Kementerian Ketenagakerjaan,24960000,APBN,66256766,DL.4057.SCO.005.052.0A.521211,Kementerian Ketenagakerjaan,82643,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
Balai Perluasan Kesempatan Kerja Kendari,Terumumkan,K34,KEMENTERIAN,Balai Perluasan Kesempatan Kerja Kendari,13973819,690633,2026,,PNBP,5357451,,593892370,K34,true,2026,Kementerian Ketenagakerjaan,0,APBN,66375710,DN.2175.BDC.005.051.0C.522141,Kementerian Ketenagakerjaan,161828,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGAKERJAAN,Terumumkan,K34,KEMENTERIAN,PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGAKERJAAN,,450990,2026,,RUPIAH MURNI,5202975,,593215423,K34,true,2026,Kementerian Ketenagakerjaan,39726000,APBN,66259697,WA.2165.EBA.994.002.0E.523121,Kementerian Ketenagakerjaan,14060,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,13668982,451270,2026,,PNBP,5228557,,593247459,K34,true,2026,Kementerian Ketenagakerjaan,4000000,APBN,66262574,DN.5586.BDC.001.052.0A.521211,Kementerian Ketenagakerjaan,14076,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
Badan Perencanaan dan Pengembangan Ketenagakerjaan,Terumumkan,K34,KEMENTERIAN,Badan Perencanaan dan Pengembangan Ketenagakerjaan,13601789,452677,2026,,PNBP,5142125,,588425829,K34,true,2026,Kementerian Ketenagakerjaan,30117000,APBN,65184161,DN.6769.FBA.001.052.0A.522131,Kementerian Ketenagakerjaan,14096,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
Balai Pelatihan Vokasi dan Produktivitas Samarinda,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Samarinda,13663940,451108,2026,,PNBP,5220499,,593816342,K34,true,2026,Kementerian Ketenagakerjaan,40000000,APBN,66358798,DL.4057.SCO.008.052.0A.521211,Kementerian Ketenagakerjaan,14122,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
DITJEN. PEMBINAAN PENGAWASAN KETENAGAKERJAAN DAN K3,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN PENGAWASAN KETENAGAKERJAAN DAN K3,,651870,2026,,RUPIAH MURNI,5112676,,602253951,K34,true,2026,Kementerian Ketenagakerjaan,194541000,APBN,67687221,WA.6622.EBA.994.002.AA.521111,Kementerian Ketenagakerjaan,14095,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
Balai Pelatihan Vokasi dan Produktivitas Bantaeng,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Bantaeng,13599144,191206,2026,,RUPIAH MURNI,5135833,,576566406,K34,true,2026,Kementerian Ketenagakerjaan,56000000,APBN,62166586,DL.4057.SCO.027.062.0B.521211,Kementerian Ketenagakerjaan,95119,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
SEKRETARIAT JENDERAL KEMNAKER,Terumumkan,K34,KEMENTERIAN,SEKRETARIAT JENDERAL KEMNAKER,,450938,2026,,PNBP,5136508,,602263303,K34,true,2026,Kementerian Ketenagakerjaan,34080000,APBN,67688577,WA.2161.EBD.974.051.0C.521211,Kementerian Ketenagakerjaan,14054,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
Balai Pelatihan Vokasi dan Produktivitas Banda Aceh,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Banda Aceh,13683443,065106,2026,,RUPIAH MURNI,5248385,,590003381,K34,true,2026,Kementerian Ketenagakerjaan,1750000,APBN,65558860,DL.4057.SCO.014.057.0A.521211,Kementerian Ketenagakerjaan,14116,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
SEKRETARIAT JENDERAL KEMNAKER,Terumumkan,K34,KEMENTERIAN,SEKRETARIAT JENDERAL KEMNAKER,13599604,450938,2026,,PNBP,5136501,,594038287,K34,true,2026,Kementerian Ketenagakerjaan,9000000,APBN,66409549,WA.2161.EBA.962.051.0D.521211,Kementerian Ketenagakerjaan,14054,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Lombok Timur,13777688,230302,2026,,PNBP,5284562,,581317786,K34,true,2026,Kementerian Ketenagakerjaan,12000000,APBN,63364609,DL.4057.SCO.007.052.0A.521211,Kementerian Ketenagakerjaan,94650,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,13668982,451270,2026,,PNBP,5228566,,593287413,K34,true,2026,Kementerian Ketenagakerjaan,1400000,APBN,66267190,DN.5586.BEA.001.052.0A.521211,Kementerian Ketenagakerjaan,14076,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
Balai Keselamatan dan Kesehatan Kerja Bandung,Terumumkan,K34,KEMENTERIAN,Balai Keselamatan dan Kesehatan Kerja Bandung,13685637,350079,2026,,RUPIAH MURNI,5251565,,581597987,K34,true,2026,Kementerian Ketenagakerjaan,6000000,APBN,63429699,WA.6622.EBA.994.002.0A.521111,Kementerian Ketenagakerjaan,14063,false,5809f591-04b2-541e-98c2-10c00ec3f078.707cxO3T1I894RFL.5erTKI3YnSZBeMsFZWTClRtXBH7YIJWuVEenFmkV16I
Balai Pelatihan Vokasi dan Produktivitas Belitung,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Belitung,13590437,352631,2026,,RUPIAH MURNI,5118488,,590173836,K34,true,2026,Kementerian Ketenagakerjaan,1632000,APBN,65599005,DL.4057.SCO.003.052.0A.521219,Kementerian Ketenagakerjaan,162854,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGAKERJAAN,Terumumkan,K34,KEMENTERIAN,PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGAKERJAAN,,450990,2026,,PNBP,5202976,,594352073,K34,true,2026,Kementerian Ketenagakerjaan,157500000,APBN,66472354,WA.2165.EBB.951.052.0A.532111,Kementerian Ketenagakerjaan,14060,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Perluasan Kesempatan Kerja Kendari,Terumumkan,K34,KEMENTERIAN,Balai Perluasan Kesempatan Kerja Kendari,13973819,690633,2026,,PNBP,5357451,,593892421,K34,true,2026,Kementerian Ketenagakerjaan,4500000,APBN,66375718,DN.2175.BDC.005.051.0D.522141,Kementerian Ketenagakerjaan,161828,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,Terumumkan,K34,KEMENTERIAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA,13668980,451270,2026,,RUPIAH MURNI,5228540,,583228114,K34,true,2026,Kementerian Ketenagakerjaan,100320000,APBN,63840285,DN.2179.BDB.001.051.0C.524119,Kementerian Ketenagakerjaan,14076,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Pelatihan Vokasi dan Produktivitas Bandung Barat,Terumumkan,K34,KEMENTERIAN,Balai Pelatihan Vokasi dan Produktivitas Bandung Barat,13622151,021212,2026,,RUPIAH MURNI,5171855,,601089715,K34,true,2026,Kementerian Ketenagakerjaan,8000000,APBN,67524490,DL.4057.SCO.003.052.OD.521211,Kementerian Ketenagakerjaan,94422,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Besar Pelatihan Vokasi dan Produktivitas Medan,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Medan,13946010,451094,2026,,RUPIAH MURNI,5343224,,590818731,K34,true,2026,Kementerian Ketenagakerjaan,196000000,APBN,65763240,DL.4057.SCO.003.052.0A.521211,Kementerian Ketenagakerjaan,14118,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Inspektorat Jenderal,Terumumkan,K34,KEMENTERIAN,Inspektorat Jenderal,13685776,259031,2026,,RUPIAH MURNI,5251846,,591481218,K34,true,2026,Kementerian Ketenagakerjaan,3750000,APBN,65899956,WA.2168.EBD.965.052.0B.521211,Kementerian Ketenagakerjaan,14068,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Besar Pelatihan Vokasi dan Produktivitas Medan,Terumumkan,K34,KEMENTERIAN,Balai Besar Pelatihan Vokasi dan Produktivitas Medan,13946010,451094,2026,,PNBP,5343196,,590817738,K34,true,2026,Kementerian Ketenagakerjaan,47500000,APBN,65762778,DL.4057.SCO.003.051.0B.521211,Kementerian Ketenagakerjaan,14118,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Ditjen Pembinaan Pelatihan Vokasi dan Produktivitas,Terumumkan,K34,KEMENTERIAN,Ditjen Pembinaan Pelatihan Vokasi dan Produktivitas,13623327,451026,2026,,PNBP,5173993,,582186753,K34,true,2026,Kementerian Ketenagakerjaan,6000000,APBN,63597902,DL.4055.SCI.003.052.0B.521219,Kementerian Ketenagakerjaan,177670,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Inspektorat Jenderal,Terumumkan,K34,KEMENTERIAN,Inspektorat Jenderal,13685779,259031,2026,,RUPIAH MURNI,5251854,,591508780,K34,true,2026,Kementerian Ketenagakerjaan,2500000,APBN,65907991,WA.2171.EBA.962.051.0A.521211,Kementerian Ketenagakerjaan,14068,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
SEKRETARIAT JENDERAL KEMNAKER,Terumumkan,K34,KEMENTERIAN,SEKRETARIAT JENDERAL KEMNAKER,,450938,2026,,RUPIAH MURNI,5136480,,597329312,K34,true,2026,Kementerian Ketenagakerjaan,9000000,APBN,66943052,WA.2158.EBA.994.002.0H.523121,Kementerian Ketenagakerjaan,14054,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Badan Perencanaan dan Pengembangan Ketenagakerjaan,Terumumkan,K34,KEMENTERIAN,Badan Perencanaan dan Pengembangan Ketenagakerjaan,13601788,452677,2026,,PNBP,5142123,,592498349,K34,true,2026,Kementerian Ketenagakerjaan,750000,APBN,66106331,DN.6767.ABK.001.064.0C.521211,Kementerian Ketenagakerjaan,14096,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Balai Keselamatan dan Kesehatan Kerja Samarinda,Terumumkan,K34,KEMENTERIAN,Balai Keselamatan dan Kesehatan Kerja Samarinda,13684646,350083,2026,,PNBP,5250283,,578660356,K34,true,2026,Kementerian Ketenagakerjaan,112822000,APBN,62680408,DN.6592.QAC.001.051.0B.521211,Kementerian Ketenagakerjaan,14066,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja,Terumumkan,K34,KEMENTERIAN,Ditjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja,13671004,451139,2026,,RUPIAH MURNI,5231725,,583372584,K34,true,2026,Kementerian Ketenagakerjaan,4788000,APBN,63883174,DN.6593.DCI.002.051.0D.524114,Kementerian Ketenagakerjaan,14069,false,5809f591-04b2-541e-98c2-10c00ec3f078._KsqndzkdO0P_8kR.sWZ51kLGGMdG8P8vG9RkVzib0K-ZtPpu_8JiXba8tY4
