Nama Instansi,Nama Satuan Kerja,Kode Paket,Kode RUP,Tahun Anggaran,Sumber Transaksi,Sumber Dana,Nama Penyedia,Metode Pengadaan,Jenis Pengadaan,Nama Paket,Status Paket,Total Nilai (Rp),Nilai PDN (Rp)
KEMENTERIAN KETENAGAKERJAAN,BALAI KESELAMATAN DAN KESEHATAN KERJA BANDUNG - 350079,01KN6N7JCASJWH0FDTSZ1J929W,66812896,2026,E-Katalog 6.0,APBN,HAS ENVIRONMENTAL,E-Purchasing,Jasa Lainnya,Belanja Pemeliharaan Peralatan dan Mesin,PAYMENT OUTSIDE SYSTEM,49839000,0
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KP7YTVNHYA37PDA7EKJ1X40Z,66186257,2026,E-Katalog 6.0,APBN,TUNJUNG PUTRO,E-Purchasing,Barang,Belanja Bahan PBK Reguler Luring ,COMPLETED,38361600,38361600
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KTN9WEAQQAD8KMMQQXDY40WQ,66342568,2026,E-Katalog 6.0,APBN,ABDYTHA MEGAH BERSAMA,E-Purchasing,Barang,Pengadaan Bahan Pelatihan Vokasi UPTP RM (60 Paket),COMPLETED,265978200,265978200
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KN6KDWTJTV7TC377GHZJH85K,63840283,2026,E-Katalog 6.0,APBN,SEJAHTERA BELITUNG ANUGERAH,E-Purchasing,Jasa Lainnya,"Paket Fullboard Moderator, Peserta dan Penyelenggara Dialog Tripartit Dalam Pengembangan Kebijakan Ketenagakerjaan",PAYMENT OUTSIDE SYSTEM,107160000,107160000
KEMENTERIAN KETENAGAKERJAAN,DITJEN PEMBINAAN PENEMPATAN TENAGA KERJA DAN PERLUASAN KESEMPATAN KERJA - 451139,01KRMZDVCEF10VK30QZVPA2R3Z,63989776,2026,E-Katalog 6.0,APBN,ANUGERAH SOLUSI CEMERLANG,E-Purchasing,Barang,"Belanja Keperluan Perkantoran Perbaikan Peralatan Perkantoran, Pemeliharaan serta Perawatan Kendaraan, dan Operasional Kantor Ditjen Binapenta dan PKK",COMPLETED,17991990,17991990
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KNNW3108D4A3H31H9BGSTXYG,66123873,2026,E-Katalog 6.0,APBN,DANA CIPTA KREASI,E-Purchasing,Jasa Lainnya,"Paket Meeting Fullboard Peserta, Penyelenggara, dan Moderator",PAYMENT OUTSIDE SYSTEM,76000000,76000000
KEMENTERIAN KETENAGAKERJAAN,BIRO PERENCANAAN - ,01KG187BMSY8AD5MSQEAR6JMK7,62818728,2026,E-Katalog 6.0,APBN,AJAVI MUBAROK,E-Purchasing,Jasa Lainnya,PENGADAAN TENAGA ALIH DAYA PRAMUBAKTI BIRO PERENCANAAN DAN MANAJEMEN KINERJA SEKRETARIAT JENDERAL KEMENTERIAN KETENAGAKERJAAN,PAYMENT OUTSIDE SYSTEM,190109700,190109700
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KKWWAT4RZG1YB3E20H1GA6A1,65992194,2026,E-Katalog 6.0,APBN,BUMI MAJALENGKA PERMAI,E-Purchasing,Jasa Lainnya,"Paket Fullboard Moderator, Penyelenggara, dan Peserta TANPA SUB KOMPONEN  ",PAYMENT OUTSIDE SYSTEM,151200000,151200000
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KK1A6PDRZE47EH6D9G0VAZG4,65232675,2026,E-Katalog 6.0,APBN,CIREBON HOTEL AND CONVENTION,E-Purchasing,Jasa Lainnya,Paket Fullboard Meeting Panitia dan peserta Fullboard (Peningkatan Soft skill Mediator Hubungan Industrial),COMPLETED,150920000,150920000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KQ9NF2FDCZRP7MYTFHY4CCCY,66185662,2026,E-Katalog 6.0,APBN,DWI JAYA AGUNG,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,4397709,4397709
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KP2XG8N47SHT5K4W67X3KBKP,66185662,2026,E-Katalog 6.0,APBN,SETIA,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,3680205,3680205
KEMENTERIAN KETENAGAKERJAAN,SEKRETARIAT JENDERAL KEMNAKER - 450938,01KQXQX44QSV4H58JPEGYXS77Y,66029467,2026,E-Katalog 6.0,APBN,TURACON WIRASTA,E-Purchasing,Jasa Lainnya,Pest Control,COMPLETED,75272490,75272490
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KN0VEDQN1C8R4J1WQ4BYJRPD,65990428,2026,E-Katalog 6.0,APBN,BUKIT INDAH MANDIRI ABADI,E-Purchasing,Jasa Lainnya,"Paket Fullboard Meeting Moderator, Penyelenggara dan Peserta Dialog Penguatan Pembentukan LKS Bipartit di Perusahaan  ",PAYMENT OUTSIDE SYSTEM,99180000,99180000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PERLUASAN KESEMPATAN KERJA - 259322,01KFM8AG9V1NH49CFT8AYJCG6Y,63289319,2026,E-Katalog 6.0,APBN,LINTAS TELEMATIKA NUSANTARA,E-Purchasing,Jasa Lainnya,Pengadaan Jasa Layanan Internet (periode Januari 2026),COMPLETED,28860000,28860000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KHQMGA3KN47MBZ0CHDEWHHF6,65960012,2026,E-Katalog 6.0,APBN,NARENDRA KARYA,E-Purchasing,Barang,Belanja Bahan TMT Reguler,COMPLETED,9590400,9590400
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KRDKK1Z00GBQJ0JE0KP9XR57,66185662,2026,E-Katalog 6.0,APBN,SETIA,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,1636695,1636695
KEMENTERIAN KETENAGAKERJAAN,DITJEN PEMBINAAN PENEMPATAN TENAGA KERJA DAN PERLUASAN KESEMPATAN KERJA - 451139,01KT3T3Q67FX2392AQ0SVZD6W2,63989786,2026,E-Katalog 6.0,APBN,ANUGRAH PRATAMA INFORMATIKA,E-Purchasing,Barang,"Belanja Peralatan dan Mesin - Ekstrakomptabel Perbaikan Peralatan Perkantoran, Pemeliharaan serta Perawatan Kendaraan, dan Operasional Kantor Ditjen Binapenta dan PKK",COMPLETED,7793199,0
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KKJZBZNRQ4EKX3Z50457X7RR,66263354,2026,E-Katalog 6.0,APBN,KARPET MERAH ANDALAN,E-Purchasing,Jasa Lainnya,Jasa Event Organizer dan Multimedia,PAYMENT OUTSIDE SYSTEM,78992040,78992040
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KK1021W3E3N9ZXCK898K1GZ5,66186257,2026,E-Katalog 6.0,APBN,TRI MUKTI PERKASA,E-Purchasing,Barang,Belanja Bahan PBK Reguler Luring ,COMPLETED,16465962,16465962
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KMTFRQ693G6TV07E07D3W9ZX,66473957,2026,E-Katalog 6.0,APBN,PARAMITHA,E-Purchasing,Barang,Bahan Pelatihan Tailor Made Training 40 JP A,PAYMENT OUTSIDE SYSTEM,9024300,9024300
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KKX7T8NG0A15G8SSH05AKBV5,66185950,2026,E-Katalog 6.0,APBN,MULIA JAYA ABADI,E-Purchasing,Barang,Belanja Bahan TMT Klaster,COMPLETED,18842960,18842960
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PERLUASAN KESEMPATAN KERJA - 259322,01KR0R486Z7V66ZV1PH9G4ZE1H,66023615,2026,E-Katalog 6.0,APBN,LINTAS TELEMATIKA NUSANTARA,E-Purchasing,Jasa Lainnya," Pengadaan Jasa Layanan Internet (periode April - Desember 2026)",COMPLETED,28860000,28860000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KN0HVBMQQX78SPMKVBXSS8B4,63094681,2026,E-Katalog 6.0,APBN,INOVASI SINAR REZKI,E-Purchasing,Barang,Pengadaan Safety Shoes Peserta Pelatihan (72 Paket),COMPLETED,3516480,3516480
KEMENTERIAN KETENAGAKERJAAN,DITJEN PEMBINAAN PENEMPATAN TENAGA KERJA DAN PERLUASAN KESEMPATAN KERJA - 451139,01KRNHGN44C1CV9BRKRNSKC82V,63989776,2026,E-Katalog 6.0,APBN,ANUGERAH SOLUSI CEMERLANG,E-Purchasing,Barang,"Belanja Keperluan Perkantoran Perbaikan Peralatan Perkantoran, Pemeliharaan serta Perawatan Kendaraan, dan Operasional Kantor Ditjen Binapenta dan PKK",COMPLETED,199621512,199621512
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS MEDAN - 451094,01KN1STDEE1CPWYYQJHZK53F3D,66121303,2026,E-Katalog 6.0,APBN,PERKASA INDAH,E-Purchasing,Jasa Lainnya,Konsumsi Peserta Pelatihan 180 JP Reguler PNBP,PAYMENT OUTSIDE SYSTEM,5382000,5382000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KKZQTDCV9631NXMHKWWP6PP9,66185950,2026,E-Katalog 6.0,APBN,MULIA JAYA ABADI,E-Purchasing,Barang,Belanja Bahan TMT Klaster,COMPLETED,19332648,19332648
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KQRK55WKGS63E9E91EH56C7H,66185662,2026,E-Katalog 6.0,APBN,DIAMOND MITRA SUKSES,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,1501000,1501000
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KQE6TCXC5WBMT0R1W0JPVVGT,65846690,2026,E-Katalog 6.0,APBN,KAPUAS CEMERLANG MAJU,E-Purchasing,Jasa Lainnya,Paket Meeting Fullboard Dialog Isu Aktual (Dalam Kota),COMPLETED,62100000,62100000
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KMY2DY00NM8C010D56YGND3R,66124023,2026,E-Katalog 6.0,APBN,TRIMITRA PROPERTINDO,E-Purchasing,Jasa Lainnya,"Fullboard Moderator, Panitia Penyelenggara dan Peserta",COMPLETED,54400000,54400000
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KMX0X7NSYRMQWBGSMPCDHSN2,66471884,2026,E-Katalog 6.0,APBN,FAJAR MANDIRI INDONESIA,E-Purchasing,Barang,Bahan Pelatihan Pengoperasian Instalasi Kontrol Industri Berbasis Programmable Logic Controller (PLC),COMPLETED,42269133,42269133
KEMENTERIAN KETENAGAKERJAAN,DITJEN PEMBINAAN PENEMPATAN TENAGA KERJA DAN PERLUASAN KESEMPATAN KERJA - 451139,01KQVCGKVPWK5CHBHX9EF94W1Y,67084718,2026,E-Katalog 6.0,APBN,PEMBAWA RIZKI INVESTAMA,E-Purchasing,Barang,Belanja Bahan Fasilitasi Dan Pembinaan Calon Tenaga Kerja Di Pekerjaan Hijau,COMPLETED,10323000,10323000
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SURAKARTA - 035636,01KKT4J26EJHH45TM9T5XVJXGH,66399315,2026,E-Katalog 6.0,APBN,CAHYA SAMUDRA,E-Purchasing,Barang,"Belanja Pakaian Kerja, Bahan dan Konsumsi Pelatihan - BLK Purworejo",PAYMENT OUTSIDE SYSTEM,9554880,9554880
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KMQFKVM51SQETNKH2992TH89,66474105,2026,E-Katalog 6.0,APBN,AGUNG PUTRA,E-Purchasing,Barang,Bahan Pelatihan Tailor Made Training 40 JP,COMPLETED,12842700,12842700
KEMENTERIAN KETENAGAKERJAAN,BALAI KESELAMATAN DAN KESEHATAN KERJA BANDUNG - 350079,01KQXT3VYC6GZ1TS09V4C5D6V4,67078956,2026,E-Katalog 6.0,APBN,NITTA,E-Purchasing,Barang,ATK dan Komputer Supplies,PAYMENT OUTSIDE SYSTEM,9468633,9468633
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SURAKARTA - 035636,01KNRAFHSRWWTNM1HDS0GWBR6J,66305314,2026,E-Katalog 6.0,APBN,PUTRA BTU,E-Purchasing,Barang,Belanja Pengadaan Bahan Pelatihan UPTD BLK Disnaker Sragen,PAYMENT OUTSIDE SYSTEM,20800000,20800000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KN3FB1940APTVERMEQN920PD,66186051,2026,E-Katalog 6.0,APBN,DIAMOND MITRA SUKSES,E-Purchasing,Barang,Belanja Bahan PBK Reguler Luring,COMPLETED,5569500,5569500
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS BANDUNG - 452542,01KFHYF417RE8PQ82V74KATPPJ,63628980,2026,E-Katalog 6.0,APBN,VIJAYA UTAMA,E-Purchasing,Barang,Belanja Bahan Pakaian Kerja Penugasan/ Kerjasama (Hinode),PAYMENT OUTSIDE SYSTEM,7176000,7176000
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS BANYUWANGI - 051102,01KRZWQEN3M1YNGVDWB8Q8X2GN,66371877,2026,E-Katalog 6.0,APBN,PUNTADEWA INDONESIA SEMBILAN SEMBILAN,E-Purchasing,Barang,Pelatihan Vokasi Bidang Industri dan Jasa Program TMT,COMPLETED,17920000,17920000
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KMQ8PKKQSZ14R8ZVMYHJGGJF,65232671,2026,E-Katalog 6.0,APBN,PERMATA CITRA CEMERLANG,E-Purchasing,Jasa Lainnya,Paket Fullboard Meeting Panitia dan Peserta Fullboard (Peningkatan Kompetensi Teknis Mediator HI),COMPLETED,120120000,120120000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KMZ56QMW8YEA7SRFABSEWQR4,63093792,2026,E-Katalog 6.0,APBN,ZALTIN LINTAS INDONESIA,E-Purchasing,Barang,Pengadaan Pakaian Kerja dan Kaos Peserta Pelatihan (189 Paket),COMPLETED,7139520,7139520
KEMENTERIAN KETENAGAKERJAAN,DIREKTORAT BINA PERLUASAN KESEMPATAN KERJA - 626041,01KPMGT3269VGD79EQ3F20XSBE,65819141,2026,E-Katalog 6.0,APBN,PERUMDA PEMBANGUNAN SARANA JAYA,E-Purchasing,Jasa Lainnya,Fullboard Meeting - Persiapan Pelaksanaan Program Perluasan Kesempatan Kerja Bidang Tenaga Kerja Mandiri - Finalisasi Draft Juknis TKMP 2026,PAYMENT OUTSIDE SYSTEM,132000000,132000000
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KMQ8VPEBGAFR8K58HMCT3C2E,66474105,2026,E-Katalog 6.0,APBN,AGUNG PUTRA,E-Purchasing,Barang,Bahan Pelatihan Tailor Made Training 40 JP,COMPLETED,28021284,28021284
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KK152PVG7JZ5JDHF5HHGVQ6W,66124021,2026,E-Katalog 6.0,APBN,JAVA PARADISE ISLAND,E-Purchasing,Jasa Lainnya,"Fullboard Moderator, Panitia Penyelenggara dan Peserta",COMPLETED,71000000,71000000
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KMTF02JNE32ETDS5W2F1XJ8Z,66473957,2026,E-Katalog 6.0,APBN,PARAMITHA,E-Purchasing,Barang,Bahan Pelatihan Tailor Made Training 40 JP A,PAYMENT OUTSIDE SYSTEM,30847788,30847788
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KNGYMNHDM5PKTWXXV8QHQ2DC,65241381,2026,E-Katalog 6.0,APBN,PESONA BALI RAYA ABADI,E-Purchasing,Jasa Lainnya,Paket Meeting Fullboard - Penguatan Teknik PPHI BUMN (Luar Kota),COMPLETED,191100000,191100000
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KPWY8NWNG776RQN624KGAW0D,65992200,2026,E-Katalog 6.0,APBN,KAPUAS CEMERLANG MAJU,E-Purchasing,Jasa Lainnya,"Paket Pertemuan Fullboard Peserta, Moderator, dan Penyelenggara Dalam Kota Peningkatan Kemampuan Early Warning System Potensi Perselisihan HI bagi Pelaku Hubungan Industrial",COMPLETED,140400000,140400000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KKXFSRSDAATS8BQBE4AJNA6S,66185950,2026,E-Katalog 6.0,APBN,TRI MUKTI PERKASA,E-Purchasing,Barang,Belanja Bahan TMT Klaster,COMPLETED,10858464,10858464
KEMENTERIAN KETENAGAKERJAAN,BALAI KESELAMATAN DAN KESEHATAN KERJA SAMARINDA - 350083,01KKK67V14EJFGVVVN1F6D2CWY,62680403,2026,E-Katalog 6.0,APBN,FORTA LARESE,E-Purchasing,Barang,Sepatu Safety,COMPLETED,29634780,29634780
KEMENTERIAN KETENAGAKERJAAN,BADAN PERENCANAAN DAN PENGEMBANGAN KETENAGAKERJAAN - 452677,01KJEGT6MS7Z4Q2H7Z2CT07MN5,62530961,2026,E-Katalog 6.0,APBN,SINERGI DINAMIKA JAYA,E-Purchasing,Barang,Laptop,PAYMENT OUTSIDE SYSTEM,49999950,49999950
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KN3JCG1KJPDHD05QKWZBZ0G7,65956099,2026,E-Katalog 6.0,APBN,BERAS MERAH,E-Purchasing,Barang,Belanja Bahan Pelatihan Vokasi Bidang Industri dan Jasa Reguler,COMPLETED,9875000,9875000
KEMENTERIAN KETENAGAKERJAAN,SEKRETARIAT JENDERAL KEMNAKER - 450938,01KRB6X7T5NQ992W8W2RAVTNQ6,66961144,2026,E-Katalog 6.0,APBN,REZEKI USAHA MANDIRI,E-Purchasing,Barang,[TU Menteri dan Wakil Menteri] Belanja Barang Persediaan Barang Konsumsi,COMPLETED,58680575,58680575
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KJYE9E25PYB4B1ZFJ7YCPMTA,65956099,2026,E-Katalog 6.0,APBN,DWI JAYA AGUNG,E-Purchasing,Barang,Belanja Bahan Pelatihan Vokasi Bidang Industri dan Jasa Reguler,COMPLETED,32692164,32692164
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KP88ETHMJPN7RTPQN7BGFWR1,66185662,2026,E-Katalog 6.0,APBN,TRI MUKTI PERKASA,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,8384385,8384385
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KPABRTNDNB0DMKY4ZXPWXADK,66185662,2026,E-Katalog 6.0,APBN,BERKAH MAULANA YASIN,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,7198350,7198350
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KMX5EMTHKSMW5T1KS9B8JT5F,66473604,2026,E-Katalog 6.0,APBN,BANGUN KARYA,E-Purchasing,Barang,Bahan Pelatihan Tailor Made Training 160 JP A,COMPLETED,50056560,50056560
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KJYFEFPYVRWCEA9SXZWCT8B0,66186051,2026,E-Katalog 6.0,APBN,MULIA JAYA ABADI,E-Purchasing,Barang,Belanja Bahan PBK Reguler Luring,COMPLETED,22277201,22277201
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS BANDUNG BARAT - 021212,01KMHKMXKY5TZRM13T4GY4HNS5,66507379,2026,E-Katalog 6.0,APBN,FAZZA REKSA MANDIRI,E-Purchasing,Barang,Pakaian Kerja Kegiatan PBK Batch 1 di UPTD Pelatihan Kerja Disnaker Kab. Cirebon,PAYMENT OUTSIDE SYSTEM,7173353,7173353
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KNGFEV7RBWWYWJKG2285H1AT,66135360,2026,E-Katalog 6.0,APBN,HOTEL SARANA SIRKUITINDO,E-Purchasing,Jasa Lainnya,"Fullboard Moderator, Panitia Penyelenggara dan Peserta",COMPLETED,55200000,55200000
KEMENTERIAN KETENAGAKERJAAN,BADAN PERENCANAAN DAN PENGEMBANGAN KETENAGAKERJAAN - 452677,01KPWDDTNNVE0E6QREFVQG0H3Z,63824675,2026,E-Katalog 6.0,APBN,PT Hitecindo Kharisma Indonesia ,E-Purchasing,Jasa Lainnya,Perpanjangan Lisensi Security Sandbox Analyzer (Fortinet),COMPLETED,700800000,0
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PERLUASAN KESEMPATAN KERJA - 259322,01KNG8T1XJWA91BW6PTAJSH52V,66023615,2026,E-Katalog 6.0,APBN,LINTAS TELEMATIKA NUSANTARA,E-Purchasing,Jasa Lainnya," Pengadaan Jasa Layanan Internet (periode April - Desember 2026)",COMPLETED,28860000,28860000
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KKFA627XFHZAR3JF2CA3WKX7,66089592,2026,E-Katalog 6.0,APBN,GESIT SARANA PERKASA,E-Purchasing,Jasa Lainnya,"Paket Meeting Fullboard Peserta, Panitia dan Moderator",COMPLETED,54740000,54740000
KEMENTERIAN KETENAGAKERJAAN,DITJEN PEMBINAAN PENEMPATAN TENAGA KERJA DAN PERLUASAN KESEMPATAN KERJA - 451139,01KQY1FH4509NKVQTP9QBYPC8F,67082144,2026,E-Katalog 6.0,APBN,SARANA BHAKTI PRATAMA,E-Purchasing,Jasa Lainnya,Fullday Jejaring Kemitraan Penempatan Tenaga Kerja Dalam Negeri ,COMPLETED,32100000,32100000
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS BANDUNG BARAT - 021212,01KJ9SHX0BJENHMSEXKZ0NQ7X8,65457152,2026,E-Katalog 6.0,APBN,SIDAYU PUTRA UTAMA,E-Purchasing,Barang,Pembelian Pakan Ternak Kambing dan Kelinci,PAYMENT OUTSIDE SYSTEM,16375275,16375275
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KNKF40A7K3DEN3KEGPNZ9KCB,66185662,2026,E-Katalog 6.0,APBN,MULIA JAYA ABADI,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,34695492,34695492
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KMYJR28708SJFPKCSYBTJWTE,66267017,2026,E-Katalog 6.0,APBN,RATU HOTEL,E-Purchasing,Jasa Lainnya,Paket Meeting Fullboard Peserta dan Panitia,COMPLETED,112500000,112500000
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KMPMFGG5QP5C4T8718ZGD1PQ,66474105,2026,E-Katalog 6.0,APBN,AGUNG PUTRA,E-Purchasing,Barang,Bahan Pelatihan Tailor Made Training 40 JP,COMPLETED,20572296,20572296
KEMENTERIAN KETENAGAKERJAAN,BADAN PERENCANAAN DAN PENGEMBANGAN KETENAGAKERJAAN - 452677,01KMHCXEAWZQ8X0K5SKAVEN7VA,62532436,2026,E-Katalog 6.0,APBN,SOLUSI KOMPUTINDO UTAMA,E-Purchasing,Barang,Kamera Zoom Meeting,PAYMENT OUTSIDE SYSTEM,54700800,0
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KMZHS43HK5V5G3M9F74PJTH3,63093792,2026,E-Katalog 6.0,APBN,ZALTIN LINTAS INDONESIA,E-Purchasing,Barang,Pengadaan Pakaian Kerja dan Kaos Peserta Pelatihan (189 Paket),COMPLETED,52909260,52909260
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KKXDKQSK8512Y7EWJ14XHK8W,66185950,2026,E-Katalog 6.0,APBN,SETIA,E-Purchasing,Barang,Belanja Bahan TMT Klaster,COMPLETED,5543895,5543895
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KFF53DGQ8MR1QE8GFY73PSM7,62804537,2026,E-Katalog 6.0,APBN,TUNJUNG PUTRO,E-Purchasing,Barang,Belanja Bahan Pelatihan Vokasi Bidang Industri dan Jasa Reguler,COMPLETED,19180800,19180800
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KJXXKXNSTGF7K8YVT0Z2V2HX,66186051,2026,E-Katalog 6.0,APBN,DWI JAYA AGUNG,E-Purchasing,Barang,Belanja Bahan PBK Reguler Luring,COMPLETED,52586472,52586472
