Nama Instansi,Nama Satuan Kerja,Kode Paket,Kode RUP,Tahun Anggaran,Sumber Transaksi,Sumber Dana,Nama Penyedia,Metode Pengadaan,Jenis Pengadaan,Nama Paket,Status Paket,Total Nilai (Rp),Nilai PDN (Rp)
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KKX8XN1QXQ5FN61FW9CT2C63,66185950,2026,E-Katalog 6.0,APBN,TRI MUKTI PERKASA,E-Purchasing,Barang,Belanja Bahan TMT Klaster,COMPLETED,20921280,20921280
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KNKDT5XX41CX6R331WBKQQY9,66185662,2026,E-Katalog 6.0,APBN,BERKAH MAULANA YASIN,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,3001995,3001995
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KNJX1SRERBBG5XRF99Z4J968,66185662,2026,E-Katalog 6.0,APBN,BERKAH MAULANA YASIN,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,3029745,3029745
KEMENTERIAN KETENAGAKERJAAN,BIRO PERENCANAAN - ,01KSHQHM4H3MC944Y0QBPCM1QV,65584502,2026,E-Katalog 6.0,APBN,SUNINDO PRIMALAND,E-Purchasing,Jasa Lainnya,Pengadaan Paket Fullboard Meeting Luar Kota LISTRAF Komponen C,COMPLETED,150858000,150858000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KS7B51ST5J13K1VBT9FPGZ7X,66342987,2026,E-Katalog 6.0,APBN,ABDYTHA MEGAH BERSAMA,E-Purchasing,Barang,Belanja Bahan Pelatihan Kegiatan PBK Tailor Made Training RM Bidang Industri dan Jasa,COMPLETED,37373256,37373256
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KP84W1JT5C6T8F5HDBFR313N,65857439,2026,E-Katalog 6.0,APBN,KAMARKU NYAMAN,E-Purchasing,Jasa Lainnya,Paket Meeting Fullboard Dialog Penanganan (Luar Kota),COMPLETED,172900000,172900000
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KTBDPQY1T0H6TFNQDN198J8N,65241381,2026,E-Katalog 6.0,APBN,MATARAM ANDALAS SEMESTA,E-Purchasing,Jasa Lainnya,Paket Meeting Fullboard - Penguatan Teknik PPHI BUMN (Luar Kota),COMPLETED,147420000,147420000
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KP3G7B4ZPKBXJ53KNQ6TE5DG,66124023,2026,E-Katalog 6.0,APBN,MAKMUR AGUNG SEJATI,E-Purchasing,Jasa Lainnya,"Fullboard Moderator, Panitia Penyelenggara dan Peserta",COMPLETED,54400000,54400000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KKTS6C1XJX52VA37GZZEXKS6,66185950,2026,E-Katalog 6.0,APBN,BERKAH MAULANA YASIN,E-Purchasing,Barang,Belanja Bahan TMT Klaster,COMPLETED,11491830,11491830
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SURAKARTA - 035636,01KNR77WV5053F7V3RZPMQHTZ2,66299553,2026,E-Katalog 6.0,APBN,PUTRA BTU,E-Purchasing,Barang,Belanja Pengadaan Pakaian Kerja Peserta UPTD BLK Disnaker Sragen,PAYMENT OUTSIDE SYSTEM,4672017,4672017
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KN9PSWAVMANH4GXXW07K2PKA,66472832,2026,E-Katalog 6.0,APBN,FAJAR MANDIRI INDONESIA,E-Purchasing,Barang,Bahan Pelatihan Teknisi AC Residential 180 JP,COMPLETED,21986464,21986464
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KRX696P7P5GFE02F3CDGA9K4,66099479,2026,E-Katalog 6.0,APBN,ANUGRAH JAYA AGUNG,E-Purchasing,Jasa Lainnya,"Fullboard Moderator, Panitia Penyelenggara dan Peserta",COMPLETED,81000000,81000000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KT2ZPJTKECJE5SNN5EAFM5CQ,63093792,2026,E-Katalog 6.0,APBN,ZALTIN LINTAS INDONESIA,E-Purchasing,Barang,Pengadaan Pakaian Kerja dan Kaos Peserta Pelatihan (189 Paket),COMPLETED,9537120,9537120
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KMTH9D12V9V29MPE5QG6K6D0,66473957,2026,E-Katalog 6.0,APBN,PARAMITHA,E-Purchasing,Barang,Bahan Pelatihan Tailor Made Training 40 JP A,PAYMENT OUTSIDE SYSTEM,9268500,9268500
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KMY7HTHBG8QZPB021FWV60X8,65242517,2026,E-Katalog 6.0,APBN,SEJAHTERA ABADI SELARAS,E-Purchasing,Jasa Lainnya,Paket Meeting Fullboard Moderator Penyelenggara dan Peserta - Konsultasi Teknis PPHI pada PHI/MA,COMPLETED,174800000,174800000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KQ6HFKTZASMTHE5YRSRFNF4V,63091859,2026,E-Katalog 6.0,APBN,ULTIMA ABDI SEJAHTERA,E-Purchasing,Barang,Pengadaan Bahan Sertifikasi Lulusan (231 Paket),COMPLETED,2860581,2860581
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KKXDHSBV3CTAW5FASA13AXQT,66185950,2026,E-Katalog 6.0,APBN,TRI MUKTI PERKASA,E-Purchasing,Barang,Belanja Bahan TMT Klaster,COMPLETED,10450095,10450095
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KP7Z956CNR5W4CZAS1ZFD62T,66187572,2026,E-Katalog 6.0,APBN,TUNJUNG PUTRO,E-Purchasing,Barang,Belanja Bahan Pelatihan Teknisi Standar Internasional,COMPLETED,14385600,14385600
KEMENTERIAN KETENAGAKERJAAN,POLITEKNIK KETENAGAKERJAAN - 352632,01KK913VB98AZ6JKRD7GFNPD6M,63952287,2026,E-Katalog 6.0,APBN,CV ZEE AULIA MANDIRI,E-Purchasing,Barang,Pembelian Videotron dan Sound System Auditorium,COMPLETED,402056500,402056500
KEMENTERIAN KETENAGAKERJAAN,INSPEKTORAT JENDERAL - 259031,01KSHNVQ2TGR3DE4MYD6NR3CVH,62698010,2026,E-Katalog 6.0,APBN,DAFA HUTAMA MANDIRI,E-Purchasing,Barang,Laptop Pegawai,PAYMENT OUTSIDE SYSTEM,139860000,139860000
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KN154X8G1YRK4ERB42S75JRR,66123873,2026,E-Katalog 6.0,APBN,BUKIT INDAH MANDIRI ABADI,E-Purchasing,Jasa Lainnya,"Paket Meeting Fullboard Peserta, Penyelenggara, dan Moderator",PAYMENT OUTSIDE SYSTEM,72000000,72000000
KEMENTERIAN KETENAGAKERJAAN,PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA KETENAGAKERJAAN - 450990,01KMYM0C77KZ9KCE9VY08J3E47,66472354,2026,E-Katalog 6.0,APBN,INNOVATECH THARUM SAPONTA,E-Purchasing,Barang,Pembelian Laptop,COMPLETED,151491690,151491690
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KP55DVVH0V3KP0QNMASSVCWA,63091859,2026,E-Katalog 6.0,APBN,ABDYTHA MEGAH BERSAMA,E-Purchasing,Barang,Pengadaan Bahan Sertifikasi Lulusan (231 Paket),COMPLETED,12454200,12454200
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KK14RSJPZNXTATR6WNDERTC0,66123872,2026,E-Katalog 6.0,APBN,CIREBON GRAHATAMA,E-Purchasing,Jasa Lainnya,"Paket Meeting Fullboard Peserta, Penyelenggara, dan Moderator",COMPLETED,64000000,64000000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KKXAX2P6F1N0AKN12M5JZY4W,66185950,2026,E-Katalog 6.0,APBN,TRI MUKTI PERKASA,E-Purchasing,Barang,Belanja Bahan TMT Klaster,COMPLETED,9879999,9879999
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS MEDAN - 451094,01KN1TE3G1ASDYHQ7ZKFBDCHMV,65762766,2026,E-Katalog 6.0,APBN,PERKASA INDAH,E-Purchasing,Jasa Lainnya,Konsumsi Peserta Pelatihan 200 JP PBL RM,PAYMENT OUTSIDE SYSTEM,17784000,17784000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SERANG - 426531,01KN0HKE1TMH1EX2GT5C68B6YX,63094681,2026,E-Katalog 6.0,APBN,INOVASI SINAR REZKI,E-Purchasing,Barang,Pengadaan Safety Shoes Peserta Pelatihan (72 Paket),COMPLETED,80879040,80879040
KEMENTERIAN KETENAGAKERJAAN,DITJEN PHI DAN JAMSOS - ,01KK0QFWETEZ5VQPD7H0ZPBQFJ,66099505,2026,E-Katalog 6.0,APBN,BUANA SABAS FATTAH,E-Purchasing,Jasa Lainnya,"Paket Meeting Fullboard Peserta, Penyelenggara dan Moderator",COMPLETED,76500000,76500000
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SURAKARTA - 035636,01KKT4YZK8XA5AF81WWZTHWPEA,66399315,2026,E-Katalog 6.0,APBN,CAHYA SAMUDRA,E-Purchasing,Barang,"Belanja Pakaian Kerja, Bahan dan Konsumsi Pelatihan - BLK Purworejo",PAYMENT OUTSIDE SYSTEM,11171040,11171040
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KNNPABZHQ80AKRT07065QNVF,66185662,2026,E-Katalog 6.0,APBN,TRI MUKTI PERKASA,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,7174152,7174152
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KJYAS1W8CCDTJ678GR8N5EV6,65956099,2026,E-Katalog 6.0,APBN,SETIA,E-Purchasing,Barang,Belanja Bahan Pelatihan Vokasi Bidang Industri dan Jasa Reguler,COMPLETED,39775185,39775185
KEMENTERIAN KETENAGAKERJAAN,DITJEN PEMBINAAN PENEMPATAN TENAGA KERJA DAN PERLUASAN KESEMPATAN KERJA - 451139,01KRTJFWEAGKT4G2VGBFHBCKFG,67084718,2026,E-Katalog 6.0,APBN,SADHA WIRATA,E-Purchasing,Barang,Belanja Bahan Fasilitasi Dan Pembinaan Calon Tenaga Kerja Di Pekerjaan Hijau,COMPLETED,78255000,78255000
KEMENTERIAN KETENAGAKERJAAN,BADAN PERENCANAAN DAN PENGEMBANGAN KETENAGAKERJAAN - 452677,01KMJW02QAM2H4R0D8CSSAMKTX,62530959,2026,E-Katalog 6.0,APBN,ANUGERAH SOLUSI CEMERLANG,E-Purchasing,Barang,Dispenser,PAYMENT OUTSIDE SYSTEM,7000000,7000000
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KMW5VCWN6EW9QJJAX8RJB63M,66473604,2026,E-Katalog 6.0,APBN,BANGUN KARYA,E-Purchasing,Barang,Bahan Pelatihan Tailor Made Training 160 JP A,COMPLETED,33371040,33371040
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KN3KVJRQA9R1NKHMY43NMB53,66186051,2026,E-Katalog 6.0,APBN,MULIA JAYA ABADI,E-Purchasing,Barang,Belanja Bahan PBK Reguler Luring,COMPLETED,754800,754800
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KRDWWBK0W4VDXGXNFQPW6HHX,66185662,2026,E-Katalog 6.0,APBN,TRI MUKTI PERKASA,E-Purchasing,Barang,Belanja Bahan Pelaksanaan Sertifikasi Lulusan Pelatihan Vokasi (PNP),COMPLETED,2433564,2433564
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KMQ3N2S77CSKXBM80S5K4J7Q,66474105,2026,E-Katalog 6.0,APBN,AGUNG PUTRA,E-Purchasing,Barang,Bahan Pelatihan Tailor Made Training 40 JP,COMPLETED,45432578,45432578
KEMENTERIAN KETENAGAKERJAAN,BALAI PELATIHAN VOKASI DAN PRODUKTIVITAS SIDOARJO - 050302,01KN6J8N63R63JR1ASFXDWKNBB,66473758,2026,E-Katalog 6.0,APBN,PARAMITHA,E-Purchasing,Barang,Bahan Pelatihan Tailor Made Training 40 JP B,PAYMENT OUTSIDE SYSTEM,9024300,9024300
KEMENTERIAN KETENAGAKERJAAN,DITJEN. PEMBINAAN HUBUNGAN INDUSTRIAL DAN JAMINAN SOSIAL TENAGA KERJA - 451270,01KRZS5RCE94SDGNFV1VNRKYXP,66123868,2026,E-Katalog 6.0,APBN,GUNUNG ANSA,E-Purchasing,Jasa Lainnya,"Paket Meeting Fullboard Peserta, Penyelenggara, dan Moderator",COMPLETED,95200000,95200000
KEMENTERIAN KETENAGAKERJAAN,BIRO PERENCANAAN - ,01KQ6DCW24YQDKV5Z0688BSEGC,65584502,2026,E-Katalog 6.0,APBN,GRAMA PRAMESI SIDDHI,E-Purchasing,Jasa Lainnya,Pengadaan Paket Fullboard Meeting Luar Kota LISTRAF Komponen C,COMPLETED,46664000,46664000
KEMENTERIAN KETENAGAKERJAAN,BALAI BESAR PELATIHAN VOKASI DAN PRODUKTIVITAS SEMARANG - 452609,01KK8Z7GB0HC9GD0JBKH6JCAAV,65956099,2026,E-Katalog 6.0,APBN,SETIA,E-Purchasing,Barang,Belanja Bahan Pelatihan Vokasi Bidang Industri dan Jasa Reguler,COMPLETED,11304906,11304906
